,actual,"confidence_(0.5, 0.55]","confidence_(0.55, 0.6]","confidence_(0.6, 0.65]","confidence_(0.65, 0.7]","confidence_(0.7, 0.75]","confidence_(0.75, 0.8]","confidence_(0.8, 0.85]","confidence_(0.85, 0.9]","confidence_(0.9, 0.95]","confidence_(0.95, 1.0]","sc_(0.0, 0.05]","sc_(0.05, 0.1]","sc_(0.1, 0.15]","sc_(0.15, 0.2]","sc_(0.2, 0.25]","sc_(0.25, 0.3]","sc_(0.3, 0.35]","sc_(0.35, 0.4]","sc_(0.4, 0.45]","sc_(0.45, 0.5]","sc_(0.5, 0.55]","sc_(0.55, 0.6]","sc_(0.6, 0.65]","sc_(0.65, 0.7]","sc_(0.7, 0.75]","sc_(0.75, 0.8]","sc_(0.8, 0.85]","sc_(0.85, 0.9]","sc_(0.9, 0.95]","sc_(0.95, 1.0]",number_of_participants,own,topic,mean_sc,std_sc,min_sc,p25_sc,p50_sc,p75_sc,max_sc,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_sc,skew_conf,skew_row_average,skew_row_skew,minority_percentage,real_expert_number,P_expert_number_rT,P_expert_number_rF,MEAN_P_expert_rT,MEAN_P_expert_rF,prelec_prediction,majority_prediction
More people speak Wu Chinese than Cantonese,1,0.0,0.15384615384615385,0.0,0.20512820512820512,0.0,0.10256410256410256,0.0,0.1282051282051282,0.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.41025641025641024,0.07692307692307693,0.15384615384615385,0.0,0.1282051282051282,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,39,0.3076923076923077,trivia_wu,0.5556410256410257,0.17584076037553592,0.0,0.5,0.5,0.6499999999999996,0.95,0.6512820512820516,0.153677370302364,0.5,0.5,0.6000000000000003,0.75,1.0,0.8670439889603683,-0.6027682796041026,0.6165652325107872,3.042419210975054,-0.02780604549969467,0.3076923076923078,9,11,12.0,9,11,0,0
Mount Kilimanjaro is higher than Denali,0,0.0,0.1794871794871795,0.0,0.2564102564102564,0.0,0.15384615384615385,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.35897435897435903,0.0,0.07692307692307693,0.07692307692307693,0.1282051282051282,0.05128205128205128,0.1282051282051282,0.0,0.02564102564102564,0.0,0.0,39,0.6923076923076923,trivia_kili,0.5794871794871798,0.16036059231666336,0.21999999999999986,0.5,0.5,0.6999999999999995,0.8999999999999994,0.6487179487179484,0.13740411943528755,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.8670439889603676,-0.19835395630058186,0.5734873811985038,2.8255397440936885,1.2289433670195156,0.3076923076923078,8,0,12.0,8,0,1,1
Napoleon Bonaparte's first wife was a widow,1,0.0,0.1282051282051282,0.0,0.2564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.5128205128205128,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,39,0.5641025641025641,trivia_widow,0.5338461538461535,0.13291499825502606,0.24000000000000016,0.5,0.5,0.5850000000000005,0.8999999999999994,0.5948717948717952,0.12554872811344678,0.5,0.5,0.5,0.6999999999999995,1.0,-0.26900266402535017,0.4906939389960204,1.3626962692840432,2.9487250369649622,0.12451581438602713,0.43589743589743607,0,9,0.0,2,9,1,1
Nebraska,0,0.030303030303030307,0.09090909090909093,0.0,0.12121212121212123,0.060606060606060615,0.060606060606060615,0.0,0.18181818181818185,0.0,0.2727272727272727,0.0,0.0,0.0,0.060606060606060615,0.0,0.0,0.060606060606060615,0.09090909090909093,0.0,0.12121212121212123,0.030303030303030307,0.12121212121212123,0.0,0.15151515151515152,0.0,0.24242424242424246,0.0,0.060606060606060615,0.0,0.060606060606060615,33,0.6666666666666666,state,0.6278787878787885,0.2187715357364501,0.15000000000000002,0.5,0.66,0.8000000000000004,1.0,0.7772727272727272,0.19125037136030504,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-0.7412338898758746,-0.3919021034120954,-0.22676030469951236,2.8661966894986546,1.1389128276850509,0.33333333333333337,0,0,11.0,0,0,1,1
Nero was the first Roman Emperor,0,0.0,0.10256410256410256,0.0,0.1794871794871795,0.0,0.1282051282051282,0.0,0.1282051282051282,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.07692307692307693,0.0,0.3076923076923077,0.05128205128205128,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.0,0.05128205128205128,39,0.38461538461538464,trivia_nero,0.6023076923076925,0.18662460968283684,0.25,0.5,0.5500000000000004,0.7199999999999996,1.0,0.674358974358974,0.1727760167292181,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,0.4935300906010768,0.40443809166826267,0.483576450959259,3.0290965888607233,0.1857228224600149,0.3846153846153849,0,4,0.0,0,4,0,0
Nevada,0,0.030303030303030307,0.09090909090909093,0.0,0.030303030303030307,0.0,0.15151515151515152,0.0,0.030303030303030307,0.060606060606060615,0.5151515151515151,0.0,0.0,0.030303030303030307,0.18181818181818185,0.060606060606060615,0.0,0.060606060606060615,0.030303030303030307,0.0,0.09090909090909093,0.0,0.060606060606060615,0.030303030303030307,0.12121212121212123,0.0,0.060606060606060615,0.030303030303030307,0.15151515151515152,0.0,0.09090909090909093,33,0.3333333333333333,state,0.5696969696969699,0.297652112881851,0.14000000000000004,0.25,0.6000000000000001,0.8500000000000004,1.0,0.8587878787878791,0.1836735823369404,0.5,0.8000000000000004,0.9899999999999994,1.0,1.0,0.7412338898758751,-0.10323535269417017,-0.9454896903119951,3.3340211457023385,0.08034089052672683,0.33333333333333337,0,0,0.0,0,0,0,0
New_Hampshire,0,0.060606060606060615,0.12121212121212123,0.0,0.18181818181818185,0.0,0.09090909090909093,0.060606060606060615,0.030303030303030307,0.0,0.2727272727272727,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.030303030303030307,0.09090909090909093,0.0,0.15151515151515152,0.0,0.21212121212121213,0.0,0.24242424242424246,0.030303030303030307,0.12121212121212123,0.0,0.0,0.030303030303030307,0.060606060606060615,33,0.5151515151515151,state,0.6315151515151516,0.18299797150722075,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,1.0,0.7469696969696965,0.19315610345787765,0.5,0.6000000000000001,0.6999999999999996,1.0,1.0,-0.06356028168669535,-0.08471469939876035,0.12068623832086088,2.9188592449702315,0.6888379139866717,0.4848484848484845,0,0,16.0,0,0,0,1
New_Jersey,0,0.030303030303030307,0.12121212121212123,0.0,0.12121212121212123,0.0,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.0,0.4848484848484849,0.0,0.0,0.0,0.0,0.060606060606060615,0.0,0.030303030303030307,0.09090909090909093,0.0,0.15151515151515152,0.030303030303030307,0.12121212121212123,0.030303030303030307,0.12121212121212123,0.060606060606060615,0.21212121212121213,0.030303030303030307,0.030303030303030307,0.0,0.030303030303030307,33,0.5454545454545454,state,0.6260606060606062,0.18584165628868368,0.25,0.5,0.6199999999999999,0.8000000000000004,0.9899999999999994,0.833333333333333,0.19025750094718133,0.5,0.6999999999999996,0.8999999999999995,1.0,1.0,-0.19138576740891994,-0.2922829175754604,-0.5774929221154735,3.01260409488316,0.5273841963681123,0.4545454545454546,3,0,15.0,1,0,0,1
New_Mexico,0,0.060606060606060615,0.15151515151515152,0.0,0.060606060606060615,0.060606060606060615,0.09090909090909093,0.0,0.12121212121212123,0.0,0.30303030303030304,0.0,0.030303030303030307,0.0,0.060606060606060615,0.030303030303030307,0.0,0.060606060606060615,0.09090909090909093,0.0,0.12121212121212123,0.0,0.12121212121212123,0.030303030303030307,0.15151515151515152,0.060606060606060615,0.18181818181818185,0.030303030303030307,0.030303030303030307,0.0,0.0,33,0.6363636363636364,state,0.5787878787878785,0.21327443552494704,0.10000000000000003,0.4000000000000002,0.6000000000000001,0.75,0.8999999999999995,0.7718181818181822,0.1948309290361542,0.5,0.6000000000000001,0.7699999999999997,1.0,1.0,-0.5943092698674104,-0.6081829816931343,-0.09487284008071664,2.9812222075063293,0.810055258333274,0.3636363636363635,10,0,12.0,10,0,1,1
New_York,0,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.0,0.9696969696969696,0.0,0.060606060606060615,0.0,0.09090909090909093,0.0,0.0,0.030303030303030307,0.030303030303030307,0.0,0.030303030303030307,0.0,0.060606060606060615,0.0,0.09090909090909093,0.0,0.030303030303030307,0.12121212121212123,0.060606060606060615,0.12121212121212123,0.24242424242424246,33,0.2727272727272727,state,0.6957575757575755,0.3290899411922813,0.0,0.5,0.8500000000000004,0.9499999999999996,1.0,0.9936363636363632,0.034804649637133776,0.8000000000000004,1.0,1.0,1.0,1.0,1.0698789646307745,-0.9282442245429932,-5.72237058168804,3.236874658565956,0.4822317693428122,0.2727272727272726,0,0,0.0,0,0,0,0
Nigeria is the country with most indigenous languages,0,0.0,0.2564102564102564,0.0,0.1794871794871795,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.07692307692307693,0.02564102564102564,0.5641025641025641,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,39,0.6153846153846154,trivia_nigeria,0.4820512820512818,0.1504236033966724,0.0,0.5,0.5,0.5,0.8000000000000005,0.5974358974358972,0.11807040604116695,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.4935300906010768,-1.3425956555824146,1.3663008265258372,3.037124439101145,2.1641902950621708,0.3846153846153849,0,0,15.0,7,14,1,1
North_Carolina,0,0.09090909090909093,0.12121212121212123,0.0,0.030303030303030307,0.0,0.060606060606060615,0.0,0.12121212121212123,0.030303030303030307,0.3636363636363637,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.060606060606060615,0.060606060606060615,0.0,0.18181818181818185,0.030303030303030307,0.12121212121212123,0.030303030303030307,0.15151515151515152,0.030303030303030307,0.15151515151515152,0.0,0.12121212121212123,0.0,0.030303030303030307,33,0.5757575757575758,state,0.6327272727272727,0.20075284442680894,0.10000000000000003,0.5,0.6499999999999998,0.8000000000000004,0.9800000000000004,0.7842424242424247,0.21229446387962975,0.5,0.5500000000000003,0.8999999999999995,1.0,1.0,-0.3213656478302573,-0.5287569011730242,-0.2581627948893735,2.9275299203427205,1.1552202283760802,0.424242424242424,0,0,14.0,13,0,0,1
North_Dakota,0,0.030303030303030307,0.12121212121212123,0.030303030303030307,0.060606060606060615,0.0,0.15151515151515152,0.0,0.030303030303030307,0.0,0.21212121212121213,0.0,0.0,0.0,0.030303030303030307,0.030303030303030307,0.0,0.060606060606060615,0.12121212121212123,0.030303030303030307,0.2727272727272727,0.0,0.060606060606060615,0.030303030303030307,0.09090909090909093,0.030303030303030307,0.18181818181818185,0.0,0.030303030303030307,0.030303030303030307,0.0,33,0.3939393939393939,state,0.5730303030303029,0.19471910615815355,0.2000000000000001,0.4499999999999997,0.5,0.75,0.9499999999999996,0.6921212121212118,0.1981911573418068,0.5,0.5,0.6000000000000001,0.8000000000000004,1.0,0.4550735891084457,0.07819047787825775,0.544545821721241,3.1231710367445085,0.3469417337732869,0.393939393939394,0,0,0.0,0,0,0,0
Norway separated from Sweden in the 20th Century,1,0.0,0.15384615384615385,0.0,0.2307692307692308,0.0,0.1282051282051282,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.41025641025641024,0.02564102564102564,0.1282051282051282,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.0,39,0.6410256410256411,trivia_norway,0.5258974358974356,0.1726986719955941,0.05000000000000005,0.5,0.5,0.6499999999999996,0.8000000000000005,0.6435897435897432,0.1447227327192311,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.611759948665141,-1.008567028705568,0.6560449811413268,2.9441863820378558,1.9780567047436988,0.3589743589743591,3,12,0.0,3,12,1,1
"Of all the American state flags, Indiana's has the most stars.",0,0.0,0.10256410256410256,0.0,0.10256410256410256,0.0,0.1282051282051282,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.5384615384615384,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,39,0.41025641025641024,trivia_indiana,0.5500000000000004,0.15644067313370366,0.14,0.5,0.5,0.6050000000000003,1.0,0.6230769230769228,0.15804985632711044,0.5,0.5,0.5,0.75,1.0,0.37966145557153785,0.4988089106276498,0.9049587724560474,3.0694381645524236,0.5560153838458829,0.4102564102564105,0,7,0.0,0,7,0,0
Ohio,1,0.060606060606060615,0.15151515151515152,0.0,0.09090909090909093,0.060606060606060615,0.12121212121212123,0.0,0.09090909090909093,0.0,0.3636363636363637,0.0,0.030303030303030307,0.0,0.030303030303030307,0.0,0.0,0.09090909090909093,0.030303030303030307,0.0,0.030303030303030307,0.030303030303030307,0.15151515151515152,0.0,0.12121212121212123,0.09090909090909093,0.21212121212121213,0.030303030303030307,0.12121212121212123,0.030303030303030307,0.0,33,0.7878787878787878,state,0.6569696969696966,0.21982215607856784,0.10000000000000003,0.6000000000000001,0.6999999999999996,0.8000000000000004,0.9499999999999996,0.8051515151515148,0.18114430042305388,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-1.4763460697204374,-0.9956660541639364,-0.2560980543293034,2.6793596409617653,2.0468849736222623,0.212121212121212,4,7,0.0,2,7,1,1
Oklahoma,1,0.060606060606060615,0.09090909090909093,0.0,0.060606060606060615,0.030303030303030307,0.15151515151515152,0.0,0.09090909090909093,0.0,0.3939393939393939,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.030303030303030307,0.0,0.030303030303030307,0.030303030303030307,0.12121212121212123,0.060606060606060615,0.2727272727272727,0.030303030303030307,0.24242424242424246,0.030303030303030307,0.09090909090909093,33,0.8787878787878788,state,0.7760606060606062,0.1887945211390447,0.10000000000000003,0.6999999999999996,0.8000000000000004,0.8999999999999995,1.0,0.8096969696969696,0.1916455851383754,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-2.43321944985844,-1.947367824634504,-0.437746347756311,2.535324945989046,2.947008183769824,0.12121212121212112,2,0,0.0,2,0,1,1
Oregon,0,0.030303030303030307,0.15151515151515152,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.12121212121212123,0.030303030303030307,0.15151515151515152,0.0,0.24242424242424246,0.0,0.0,0.0,0.09090909090909093,0.030303030303030307,0.0,0.0,0.12121212121212123,0.0,0.060606060606060615,0.0,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.18181818181818185,0.060606060606060615,0.21212121212121213,0.0,0.030303030303030307,33,0.696969696969697,state,0.663939393939394,0.2384840061977347,0.2000000000000001,0.5,0.75,0.8500000000000004,0.9600000000000006,0.7772727272727273,0.17901244243195644,0.5,0.6000000000000001,0.8000000000000004,0.8999999999999995,1.0,-0.8985654162419018,-0.7591296700197452,-0.1729274205585221,2.847858473110416,1.1068362853470906,0.3030303030303029,3,0,10.0,3,0,0,1
Paraguay is a landlocked country.,1,0.0,0.2307692307692308,0.0,0.1282051282051282,0.0,0.07692307692307693,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.1282051282051282,0.0,0.38461538461538464,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,39,0.7179487179487181,trivia_landl,0.534615384615385,0.1473957464544838,0.10000000000000006,0.5,0.5,0.6000000000000003,0.95,0.6256410256410259,0.14817832201341022,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-1.0078500945374314,0.004012357688393029,1.0159204281467664,2.853613590746757,0.20256104191412413,0.2820512820512822,1,6,0.0,1,0,1,1
Part of the Andes mountain range is in Brazil.,0,0.0,0.35897435897435903,0.0,0.2307692307692308,0.0,0.05128205128205128,0.0,0.1282051282051282,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.07692307692307693,0.1282051282051282,0.2307692307692308,0.05128205128205128,0.10256410256410256,0.10256410256410256,0.20512820512820512,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,39,0.6666666666666666,trivia_andes,0.5756410256410259,0.14228945427866527,0.25,0.5,0.5500000000000004,0.6900000000000003,0.9899999999999998,0.6615384615384619,0.1369121589606089,0.5,0.6000000000000003,0.6000000000000003,0.6999999999999995,1.0,-0.7357112210170913,0.4709815532887815,0.8150275474490343,2.839538182434395,0.40740816336224267,0.3333333333333335,0,0,13.0,0,0,1,1
Pennsylvania,0,0.0,0.060606060606060615,0.0,0.060606060606060615,0.0,0.15151515151515152,0.0,0.09090909090909093,0.060606060606060615,0.5757575757575758,0.0,0.060606060606060615,0.0,0.060606060606060615,0.030303030303030307,0.0,0.030303030303030307,0.09090909090909093,0.0,0.0,0.0,0.060606060606060615,0.0,0.060606060606060615,0.060606060606060615,0.18181818181818185,0.060606060606060615,0.2727272727272727,0.030303030303030307,0.0,33,0.6666666666666666,state,0.6621212121212126,0.2740752357446488,0.10000000000000003,0.4000000000000002,0.8000000000000004,0.8999999999999995,0.9499999999999996,0.9145454545454542,0.12480211609511342,0.6000000000000001,0.8000000000000004,1.0,1.0,1.0,-0.7412338898758751,-0.9768823977825296,-1.3281492739799825,2.9169417704148843,1.0292893634401497,0.33333333333333337,4,0,11.0,4,0,0,1
Portuguese is the official language of Mozambique,1,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.38461538461538464,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.0,0.07692307692307693,0.02564102564102564,0.0,39,0.41025641025641024,trivia_mozam,0.5799999999999995,0.1775268697231047,0.25,0.5,0.5,0.6999999999999995,0.95,0.6487179487179484,0.17148238343124492,0.5,0.5,0.6000000000000003,0.75,1.0,0.3796614555715379,0.2874122561121588,0.8975710127258844,3.0267113968886155,-0.38369857157412257,0.4102564102564105,15,16,16.0,4,16,1,0
Red is higher frequency light than Blue,0,0.0,0.2307692307692308,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.1794871794871795,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.0,0.2307692307692308,0.07692307692307693,0.15384615384615385,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.0,0.05128205128205128,39,0.6153846153846154,trivia_red,0.5799999999999995,0.21855987978728286,0.10000000000000006,0.5,0.5500000000000004,0.7250000000000004,1.0,0.6999999999999995,0.1747178176073456,0.5,0.5500000000000004,0.6999999999999995,0.8999999999999994,1.0,-0.4935300906010768,-0.0919484598305157,0.4056601062951656,2.9512057791027755,1.4054411323757985,0.3846153846153849,5,0,15.0,5,15,1,1
Rhode_Island,1,0.030303030303030307,0.030303030303030307,0.0,0.12121212121212123,0.0,0.15151515151515152,0.0,0.15151515151515152,0.0,0.5151515151515151,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,0.0,0.060606060606060615,0.0,0.12121212121212123,0.060606060606060615,0.21212121212121213,0.09090909090909093,0.24242424242424246,0.09090909090909093,0.030303030303030307,33,0.9393939393939394,state,0.7687878787878791,0.20731554415548484,0.0,0.6999999999999996,0.8000000000000004,0.8999999999999995,1.0,0.8924242424242417,0.1358544787408181,0.5500000000000003,0.8000000000000004,1.0,1.0,1.0,-3.860756563245491,-2.313012011258869,-1.0141179997340857,2.486555680040368,3.7308920464531785,0.06060606060606056,0,0,0.0,0,0,1,1
Schuyler Colfax was Abraham Lincoln's Vice President,0,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.1282051282051282,0.0,0.1794871794871795,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.07692307692307693,0.05128205128205128,0.0,0.41025641025641024,0.02564102564102564,0.02564102564102564,0.0,0.1282051282051282,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,39,0.2564102564102564,trivia_lincoln,0.5510256410256412,0.2047308229152414,0.0,0.5,0.5,0.6999999999999995,0.95,0.6641025641025637,0.16461626748158326,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,1.1608523362797605,-0.17711420445152726,0.4644927735399166,3.156273876525914,1.1043653518614032,0.2564102564102562,6,0,0.0,7,8,0,0
Shanghai has a greater population than Beijing,1,0.0,0.20512820512820512,0.0,0.15384615384615385,0.0,0.2307692307692308,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.0,0.38461538461538464,0.07692307692307693,0.2307692307692308,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,39,0.5384615384615384,trivia_Beijing,0.5412820512820516,0.13594076665146027,0.10000000000000006,0.5,0.5,0.6000000000000003,0.9799999999999998,0.6435897435897433,0.13916077751040673,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,-0.16054535047329546,0.17116626302975993,0.5716264414363162,2.921815555625642,0.01673424649528055,0.4615384615384615,3,11,0.0,0,12,1,1
Sir Winston churchil was a Labour Prime Minister,0,0.0,0.2564102564102564,0.0,0.2564102564102564,0.0,0.1282051282051282,0.0,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.3333333333333333,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.10256410256410256,0.05128205128205128,0.1282051282051282,0.02564102564102564,0.02564102564102564,0.0,0.0,39,0.7179487179487181,trivia_churchil,0.6053846153846153,0.13546889629117145,0.3399999999999999,0.5,0.6000000000000003,0.6999999999999995,0.8599999999999997,0.6717948717948722,0.14317585423585685,0.5,0.6000000000000003,0.6999999999999995,0.75,1.0,-1.0078500945374314,0.2711200939590787,0.6406556523612287,2.784882483526147,0.01007760067977735,0.2820512820512822,7,8,11.0,7,8,1,1
Socrates was sentenced to death,1,0.0,0.05128205128205128,0.0,0.2564102564102564,0.0,0.3076923076923077,0.0,0.02564102564102564,0.0,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.20512820512820512,0.0,0.07692307692307693,0.07692307692307693,0.10256410256410256,0.05128205128205128,0.02564102564102564,0.0,0.0,39,0.6410256410256411,trivia_death,0.5815384615384611,0.1806791057960356,0.10000000000000006,0.5,0.6000000000000003,0.7250000000000004,0.8999999999999994,0.6974358974358977,0.15301733559715494,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,-0.611759948665141,-0.6239921950034245,0.1381560830340396,2.81187920463788,-0.05043669088170483,0.3589743589743591,0,0,0.0,0,0,1,1
South_Carolina,1,0.0,0.18181818181818185,0.0,0.12121212121212123,0.0,0.030303030303030307,0.0,0.12121212121212123,0.0,0.2727272727272727,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.030303030303030307,0.030303030303030307,0.0,0.24242424242424246,0.0,0.24242424242424246,0.030303030303030307,0.21212121212121213,0.0,0.12121212121212123,0.030303030303030307,0.0,0.0,0.030303030303030307,33,0.6363636363636364,state,0.6130303030303031,0.1583012327906207,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,0.9899999999999994,0.7351515151515148,0.20500184773742292,0.5,0.5,0.6999999999999996,1.0,1.0,-0.5943092698674096,-0.2248836072940208,0.19632510392035388,2.8892193298394733,1.0104276833852557,0.3636363636363635,0,0,0.0,0,0,1,1
South_Dakota,0,0.060606060606060615,0.09090909090909093,0.0,0.09090909090909093,0.0,0.12121212121212123,0.0,0.060606060606060615,0.030303030303030307,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,0.12121212121212123,0.0,0.30303030303030304,0.030303030303030307,0.09090909090909093,0.030303030303030307,0.15151515151515152,0.030303030303030307,0.12121212121212123,0.030303030303030307,0.0,0.0,0.060606060606060615,33,0.5151515151515151,state,0.6087878787878791,0.17083906124913253,0.30000000000000004,0.5,0.6000000000000001,0.6999999999999996,0.9899999999999994,0.7390909090909087,0.20780645497017836,0.5,0.5,0.6999999999999996,1.0,1.0,-0.06356028168669535,0.4747377500492166,0.11022373515951736,2.955311428864205,0.4678803176692786,0.4848484848484845,14,0,16.0,0,0,0,1
Stephenson's Rocket was the first steam locomotive,0,0.0,0.28205128205128205,0.0,0.10256410256410256,0.0,0.1282051282051282,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.38461538461538464,0.05128205128205128,0.15384615384615385,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,39,0.35897435897435903,trivia_rocket,0.5187179487179491,0.15084288597183865,0.10000000000000006,0.5,0.5,0.6000000000000003,0.8500000000000005,0.6076923076923075,0.12436071342885754,0.5,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,0.6117599486651398,-0.17789033697267725,0.9723423067385516,3.0484509036698753,1.0857287772350501,0.3589743589743591,11,11,0.0,4,12,0,0
Tennessee,0,0.030303030303030307,0.21212121212121213,0.060606060606060615,0.18181818181818185,0.0,0.09090909090909093,0.0,0.0,0.0,0.21212121212121213,0.0,0.060606060606060615,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,0.0,0.12121212121212123,0.0,0.18181818181818185,0.0,0.060606060606060615,0.09090909090909093,0.18181818181818185,0.0,0.0,0.030303030303030307,0.09090909090909093,33,0.696969696969697,state,0.6124242424242429,0.2415190249109569,0.07000000000000002,0.5,0.6000000000000001,0.8000000000000004,1.0,0.6996969696969694,0.18047653671053845,0.5,0.6000000000000001,0.6499999999999998,0.8000000000000004,1.0,-0.8985654162419019,-0.3831131064417951,0.6972376758412958,2.853982413679826,1.2064431687097106,0.3030303030303029,3,0,10.0,3,0,1,1
